platform,post_id_hash,brand,market_group,country_or_region,price_tier,product_category,keyword,publish_time,collect_time,title,description,hashtags,like_count,comment_count,collect_count,share_count,author_follower_bucket,is_sponsored_hint,selling_points,pain_points,sentiment_score,sentiment,engagement_score,log_engagement,save_like_ratio,comment_like_ratio,engagement_percentile,is_high_engagement
xiaohongshu,48e88e89918cd07e2576,excel,J-beauty,Japan,mid,eye,excel 眼影 测评,2026-04-24 00:00:00+00:00,2026-06-30 00:00:00+00:00,excel 眼影｜轻薄服帖,通勤使用8小时记录，轻薄服帖。下午会暗沉,#眼影 #J-beauty,77,5,11,5,100k-1m,False,texture,oxidation,0,neutral,124,4.8283137373023015,0.14285714285714285,0.06493506493506493,0.2,False
xiaohongshu,ff10b9fabd44b9d8bda5,excel,J-beauty,Japan,mid,eye,excel 睫毛膏 测评,2026-01-19 00:00:00+00:00,2026-06-30 00:00:00+00:00,excel 睫毛膏｜黄皮显白,通勤使用8小时记录，黄皮显白。敏感肌先试用,#睫毛膏 #J-beauty,163,7,28,2,1k-10k,False,brightening,none,1,positive,239,5.480638923341991,0.17177914110429449,0.04294478527607362,0.4,False
xiaohongshu,6eb5932c1a8a3757232c,excel,J-beauty,Japan,mid,eye,excel 眉笔 测评,2026-01-10 00:00:00+00:00,2026-06-30 00:00:00+00:00,excel 眉笔｜黄皮显白,通勤使用8小时记录，黄皮显白。敏感肌先试用,#眉笔 #J-beauty,126,9,45,10,100k-1m,False,brightening,none,1,positive,264,5.579729825986222,0.35714285714285715,0.07142857142857142,0.48,False
douyin,cd0ff45a627bf7868680,excel,J-beauty,Japan,mid,eye,excel 睫毛膏 测评,2026-02-19 00:00:00+00:00,2026-06-30 00:00:00+00:00,excel 睫毛膏｜黄皮显白,通勤使用8小时记录，黄皮显白。,#睫毛膏 #J-beauty,107,6,39,9,100k-1m,False,brightening,none,1,positive,224,5.41610040220442,0.3644859813084112,0.056074766355140186,0.17391304347826086,False
douyin,3a30528c6925c1257b47,excel,J-beauty,Japan,mid,eye,excel 眼影 测评,2026-02-07 00:00:00+00:00,2026-06-30 00:00:00+00:00,excel 眼影｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。,#眼影 #J-beauty,1033,87,108,83,100k-1m,False,coverage,none,0,neutral,1672,7.422373700986824,0.10454985479186835,0.08422071636011616,0.8695652173913043,False
douyin,8d44a44e7e06f89d536c,excel,J-beauty,Japan,mid,eye,excel 眼影 测评,2026-06-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,excel 眼影｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。,#眼影 #J-beauty,596,54,50,7,100k-1m,False,coverage,none,0,neutral,825,6.716594773520978,0.08389261744966443,0.09060402684563758,0.6521739130434783,False
douyin,c3e9c8371d70b8297994,excel,J-beauty,Japan,mid,eye,excel 睫毛膏 测评,2026-01-02 00:00:00+00:00,2026-06-30 00:00:00+00:00,excel 睫毛膏｜水光奶油肌,通勤使用8小时记录，水光奶油肌。略微沾杯,#睫毛膏 #J-beauty,382,38,132,22,1k-10k,False,texture,transfer,-1,negative,788,6.670766320845874,0.34554973821989526,0.09947643979057591,0.6086956521739131,False
douyin,9dc4da56d42cfc0ea91a,excel,J-beauty,Japan,mid,eye,excel 睫毛膏 测评,2026-04-27 00:00:00+00:00,2026-06-30 00:00:00+00:00,excel 睫毛膏｜黄皮显白,通勤使用8小时记录，黄皮显白。,#睫毛膏 #J-beauty,120,9,43,4,1k-10k,False,brightening,none,1,positive,236,5.4680601411351315,0.35833333333333334,0.075,0.21739130434782608,False
xiaohongshu,ee69eefcde063c0dec77,ADDICTION,J-beauty,Japan,premium,eye,ADDICTION 睫毛膏 测评,2026-01-19 00:00:00+00:00,2026-06-30 00:00:00+00:00,ADDICTION 睫毛膏｜轻薄服帖,通勤使用8小时记录，轻薄服帖。但有点卡粉,#睫毛膏 #J-beauty,248,17,72,23,100k-1m,False,texture,dryness,0,neutral,495,6.206575926724928,0.2903225806451613,0.06854838709677419,0.66,False
xiaohongshu,68c49330595391c5ed5a,ADDICTION,J-beauty,Japan,premium,eye,ADDICTION 眉笔 测评,2026-06-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,ADDICTION 眉笔｜轻薄服帖,通勤使用8小时记录，轻薄服帖。,#眉笔 #J-beauty,198,9,16,16,10k-100k,False,texture,none,1,positive,296,5.6937321388027,0.08080808080808081,0.045454545454545456,0.56,False
xiaohongshu,c48a192f6a4a62ab8e57,ADDICTION,J-beauty,Japan,premium,lip,ADDICTION 唇釉 测评,2026-01-30 00:00:00+00:00,2026-06-30 00:00:00+00:00,ADDICTION 唇釉｜黄皮显白,通勤使用8小时记录，黄皮显白。干皮可能拔干,#唇釉 #J-beauty,100,3,24,8,10k-100k,False,brightening,dryness,0,neutral,178,5.187385805840755,0.24,0.03,0.2702702702702703,False
xiaohongshu,1c28c5ef0f7f73ad0961,ADDICTION,J-beauty,Japan,premium,eye,ADDICTION 睫毛膏 测评,2026-05-11 00:00:00+00:00,2026-06-30 00:00:00+00:00,ADDICTION 睫毛膏｜黄皮显白,通勤使用8小时记录，黄皮显白。略微沾杯,#睫毛膏 #J-beauty,412,15,41,28,1k-10k,False,brightening,transfer,0,neutral,608,6.411818267709897,0.09951456310679611,0.03640776699029126,0.84,False
xiaohongshu,a9705f6324ebc915159d,ADDICTION,J-beauty,Japan,premium,eye,ADDICTION 睫毛膏 测评,2026-01-17 00:00:00+00:00,2026-06-30 00:00:00+00:00,ADDICTION 睫毛膏｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。但有点卡粉,#睫毛膏 #J-beauty,344,19,42,14,100k-1m,False,coverage,dryness,-1,negative,508,6.2324480165505225,0.12209302325581395,0.055232558139534885,0.76,False
douyin,f8ee3a15ca84f72e4703,ADDICTION,J-beauty,Japan,premium,lip,ADDICTION 口红 测评,2026-06-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,ADDICTION 口红｜轻薄服帖,通勤使用8小时记录，轻薄服帖。但有点卡粉,#口红 #J-beauty,316,37,23,23,10k-100k,False,texture,dryness,0,neutral,505,6.226536669287466,0.07278481012658228,0.11708860759493671,0.48,False
douyin,ab6960fada720ce3eda4,ADDICTION,J-beauty,Japan,premium,lip,ADDICTION 唇泥 测评,2026-04-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,ADDICTION 唇泥｜学生党平替,通勤使用8小时记录，学生党平替。干皮可能拔干,#唇泥 #J-beauty,972,38,146,92,10k-100k,False,value,dryness,-1,negative,1616,7.388327859577107,0.15020576131687244,0.03909465020576132,0.9066666666666666,True
douyin,814cd0d11efabbe7be77,ADDICTION,J-beauty,Japan,premium,eye,ADDICTION 睫毛膏 测评,2026-05-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,ADDICTION 睫毛膏｜轻薄服帖,通勤使用8小时记录，轻薄服帖。敏感肌先试用,#睫毛膏 #J-beauty,460,13,38,30,1k-10k,False,texture,none,1,positive,652,6.481577129276431,0.08260869565217391,0.02826086956521739,0.4782608695652174,False
douyin,5c281c88f9737e37c9a7,ADDICTION,J-beauty,Japan,premium,lip,ADDICTION 唇泥 测评,2026-02-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,ADDICTION 唇泥｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。,#唇泥 #J-beauty,800,79,48,33,1k-10k,False,coverage,none,0,neutral,1153,7.050989447068045,0.06,0.09875,0.8266666666666667,False
douyin,d7764eb891bc13a8eab9,ADDICTION,J-beauty,Japan,premium,lip,ADDICTION 唇泥 测评,2026-01-02 00:00:00+00:00,2026-06-30 00:00:00+00:00,ADDICTION 唇泥｜黄皮显白,通勤使用8小时记录，黄皮显白。下午会暗沉,#唇泥 #J-beauty,67,7,26,2,100k-1m,False,brightening,oxidation,0,neutral,139,4.941642422609304,0.3880597014925373,0.1044776119402985,0.10666666666666667,False
xiaohongshu,640da62a6a8c0b8e89ed,SUQQU,J-beauty,Japan,luxury,base,SUQQU 气垫 测评,2026-05-01 00:00:00+00:00,2026-06-30 00:00:00+00:00,SUQQU 气垫｜水光奶油肌,通勤使用8小时记录，水光奶油肌。略微沾杯,#气垫 #J-beauty,76,7,27,5,1k-10k,False,texture,transfer,-1,negative,159,5.075173815233827,0.35526315789473684,0.09210526315789473,0.18867924528301888,False
xiaohongshu,cac5f885456adb1c172d,SUQQU,J-beauty,Japan,luxury,base,SUQQU 粉底液 测评,2026-03-13 00:00:00+00:00,2026-06-30 00:00:00+00:00,SUQQU 粉底液｜水光奶油肌,通勤使用8小时记录，水光奶油肌。干皮可能拔干,#粉底液 #J-beauty,131,5,44,6,10k-100k,False,texture,dryness,-1,negative,247,5.5134287461649825,0.33587786259541985,0.03816793893129771,0.3018867924528302,False
xiaohongshu,273316f26aa99ab6d711,SUQQU,J-beauty,Japan,luxury,base,SUQQU 粉饼 测评,2026-01-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,SUQQU 粉饼｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。敏感肌先试用,#粉饼 #J-beauty,113,7,18,9,100k-1m,False,coverage,none,0,neutral,190,5.25227342804663,0.1592920353982301,0.061946902654867256,0.2358490566037736,False
xiaohongshu,cb71c16f32a1c9e1c447,SUQQU,J-beauty,Japan,luxury,base,SUQQU 气垫 测评,2026-04-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,SUQQU 气垫｜轻薄服帖,通勤使用8小时记录，轻薄服帖。略微沾杯,#气垫 #J-beauty,269,31,72,17,1k-10k,False,texture,transfer,0,neutral,526,6.267200548541362,0.26765799256505574,0.11524163568773234,0.6132075471698113,False
xiaohongshu,ad7fe71d61be4660552b,SUQQU,J-beauty,Japan,luxury,base,SUQQU 粉饼 测评,2026-06-04 00:00:00+00:00,2026-06-30 00:00:00+00:00,SUQQU 粉饼｜持妆实测,通勤使用8小时记录，持妆实测。敏感肌先试用,#粉饼 #J-beauty,65,5,25,1,1k-10k,False,long_wear,none,0,neutral,128,4.859812404361672,0.38461538461538464,0.07692307692307693,0.1320754716981132,False
douyin,93083a0d9a48496f4c2e,SUQQU,J-beauty,Japan,luxury,base,SUQQU 气垫 测评,2026-04-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,SUQQU 气垫｜黄皮显白,通勤使用8小时记录，黄皮显白。略微沾杯,#气垫 #J-beauty,284,33,83,4,10k-100k,False,brightening,transfer,0,neutral,528,6.270988431858299,0.29225352112676056,0.11619718309859155,0.4485981308411215,False
douyin,c1076e4006e8206278c3,SUQQU,J-beauty,Japan,luxury,base,SUQQU 粉饼 测评,2026-03-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,SUQQU 粉饼｜水光奶油肌,通勤使用8小时记录，水光奶油肌。略微沾杯,#粉饼 #J-beauty,15832,1845,4955,376,1k-10k,False,texture,transfer,-1,negative,30560,10.327479965258176,0.3129737241030824,0.11653612935826174,1.0,True
douyin,59bdebdcc4295fbd9e54,SUQQU,J-beauty,Japan,luxury,base,SUQQU 粉底液 测评,2026-05-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,SUQQU 粉底液｜黄皮显白,通勤使用8小时记录，黄皮显白。敏感肌先试用,#粉底液 #J-beauty,87,3,24,4,100k-1m,False,brightening,none,1,positive,153,5.0369526024136295,0.27586206896551724,0.034482758620689655,0.12149532710280374,False
douyin,4aaf3198a138decee341,SUQQU,J-beauty,Japan,luxury,base,SUQQU 气垫 测评,2026-02-02 00:00:00+00:00,2026-06-30 00:00:00+00:00,SUQQU 气垫｜持妆实测,通勤使用8小时记录，持妆实测。敏感肌先试用,#气垫 #J-beauty,313,10,19,27,10k-100k,False,long_wear,none,0,neutral,452,6.115892125483034,0.06070287539936102,0.03194888178913738,0.37383177570093457,False
douyin,753cbed2601d7b33ba4e,SUQQU,J-beauty,Japan,luxury,base,SUQQU 粉底液 测评,2026-01-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,SUQQU 粉底液｜学生党平替,通勤使用8小时记录，学生党平替。,#粉底液 #J-beauty,871,26,98,49,100k-1m,False,value,none,0,neutral,1266,7.144407180321139,0.11251435132032148,0.029850746268656716,0.8785046728971962,False
xiaohongshu,fc83f0a97f18d36b2c04,Shiseido,J-beauty,Japan,premium,base,Shiseido 气垫 测评,2026-01-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,Shiseido 气垫｜学生党平替,通勤使用8小时记录，学生党平替。干皮可能拔干,#气垫 #J-beauty,34,2,13,0,100k-1m,False,value,dryness,-1,negative,64,4.174387269895637,0.38235294117647056,0.058823529411764705,0.04245283018867924,False
xiaohongshu,3c5995b83312825243ea,Shiseido,J-beauty,Japan,premium,lip,Shiseido 唇泥 测评,2026-03-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,Shiseido 唇泥｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。下午会暗沉,#唇泥 #J-beauty,469,26,29,44,10k-100k,False,coverage,oxidation,-1,negative,711,6.568077911411976,0.06183368869936034,0.05543710021321962,0.6621621621621622,False
xiaohongshu,7c346ba58d94f7486da9,Shiseido,J-beauty,Japan,premium,lip,Shiseido 口红 测评,2026-02-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,Shiseido 口红｜持妆实测,通勤使用8小时记录，持妆实测。敏感肌先试用,#口红 #J-beauty,62,2,20,2,10k-100k,False,long_wear,none,0,neutral,112,4.727387818712341,0.3225806451612903,0.03225806451612903,0.10135135135135136,False
xiaohongshu,3a4d6a13b9948f77c417,Shiseido,J-beauty,Japan,premium,lip,Shiseido 唇釉 测评,2026-01-31 00:00:00+00:00,2026-06-30 00:00:00+00:00,Shiseido 唇釉｜持妆实测,通勤使用8小时记录，持妆实测。敏感肌先试用,#唇釉 #J-beauty,1040,92,105,21,10k-100k,False,long_wear,none,0,neutral,1497,7.311886164077165,0.10096153846153846,0.08846153846153847,0.918918918918919,True
xiaohongshu,2b5cfc329bbd31eafa29,Shiseido,J-beauty,Japan,premium,lip,Shiseido 唇泥 测评,2026-01-31 00:00:00+00:00,2026-06-30 00:00:00+00:00,Shiseido 唇泥｜水光奶油肌,通勤使用8小时记录，水光奶油肌。略微沾杯,#唇泥 #J-beauty,521,28,199,29,100k-1m,False,texture,transfer,-1,negative,1062,6.968850378341948,0.381957773512476,0.053742802303262956,0.8513513513513513,False
douyin,c60e4319939f7e5a49ab,Shiseido,J-beauty,Japan,premium,base,Shiseido 气垫 测评,2026-01-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,Shiseido 气垫｜轻薄服帖,通勤使用8小时记录，轻薄服帖。下午会暗沉,#气垫 #J-beauty,198,5,59,15,1k-10k,False,texture,oxidation,0,neutral,371,5.918893854273146,0.29797979797979796,0.025252525252525252,0.2897196261682243,False
douyin,7543df956249cdc44058,Shiseido,J-beauty,Japan,premium,base,Shiseido 粉饼 测评,2026-03-22 00:00:00+00:00,2026-06-30 00:00:00+00:00,Shiseido 粉饼｜学生党平替,通勤使用8小时记录，学生党平替。,#粉饼 #J-beauty,243,25,83,12,1k-10k,False,value,none,0,neutral,495,6.206575926724928,0.34156378600823045,0.102880658436214,0.4158878504672897,False
douyin,e37deff1aebde77a254e,Shiseido,J-beauty,Japan,premium,lip,Shiseido 唇泥 测评,2026-05-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,Shiseido 唇泥｜轻薄服帖,通勤使用8小时记录，轻薄服帖。干皮可能拔干,#唇泥 #J-beauty,511,19,52,26,10k-100k,False,texture,dryness,0,neutral,731,6.595780513961311,0.10176125244618395,0.03718199608610567,0.6666666666666666,False
douyin,7c25dd1aaa2d1eff4e9c,Shiseido,J-beauty,Japan,premium,base,Shiseido 粉底液 测评,2026-04-11 00:00:00+00:00,2026-06-30 00:00:00+00:00,Shiseido 粉底液｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。但有点卡粉,#粉底液 #J-beauty,325,30,58,32,1k-10k,False,coverage,dryness,-1,negative,597,6.393590753950631,0.17846153846153845,0.09230769230769231,0.5607476635514018,False
douyin,d3cfa5eb76f41d43b4ea,Shiseido,J-beauty,Japan,premium,lip,Shiseido 口红 测评,2026-04-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,Shiseido 口红｜水光奶油肌,通勤使用8小时记录，水光奶油肌。但有点卡粉,#口红 #J-beauty,358,26,61,24,1k-10k,False,texture,dryness,-1,negative,604,6.405228458030842,0.17039106145251395,0.07262569832402235,0.5866666666666667,False
xiaohongshu,4b2d9a3cc769cd005b88,Dior,International luxury,France,luxury,lip,Dior 口红 测评,2026-05-30 00:00:00+00:00,2026-06-30 00:00:00+00:00,Dior 口红｜轻薄服帖,通勤使用8小时记录，轻薄服帖。,#口红 #International luxury,258,15,17,9,10k-100k,False,texture,none,1,positive,349,5.857933154483459,0.06589147286821706,0.05813953488372093,0.44594594594594594,False
xiaohongshu,7cfec56bf2004492e0f9,Dior,International luxury,France,luxury,lip,Dior 唇泥 测评,2026-01-11 00:00:00+00:00,2026-06-30 00:00:00+00:00,Dior 唇泥｜轻薄服帖,通勤使用8小时记录，轻薄服帖。干皮可能拔干,#唇泥 #International luxury,286,24,88,13,10k-100k,False,texture,dryness,0,neutral,549,6.309918278226516,0.3076923076923077,0.08391608391608392,0.581081081081081,False
xiaohongshu,f8ef4a5d11cb0b264550,Dior,International luxury,France,luxury,lip,Dior 口红 测评,2026-05-25 00:00:00+00:00,2026-06-30 00:00:00+00:00,Dior 口红｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。下午会暗沉,#口红 #International luxury,1240,107,133,71,100k-1m,False,coverage,oxidation,-1,negative,1933,7.56734567601324,0.10725806451612903,0.08629032258064516,0.9594594594594594,True
xiaohongshu,109e497980d9980acb8e,Dior,International luxury,France,luxury,lip,Dior 唇泥 测评,2026-06-06 00:00:00+00:00,2026-06-30 00:00:00+00:00,Dior 唇泥｜水光奶油肌,通勤使用8小时记录，水光奶油肌。敏感肌先试用,#唇泥 #International luxury,307,31,41,26,1k-10k,False,texture,none,0,neutral,529,6.272877006546167,0.13355048859934854,0.10097719869706841,0.5540540540540541,False
xiaohongshu,f5fe30555872e004ff8f,Dior,International luxury,France,luxury,lip,Dior 唇泥 测评,2026-01-22 00:00:00+00:00,2026-06-30 00:00:00+00:00,Dior 唇泥｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。略微沾杯,#唇泥 #International luxury,140,11,17,5,100k-1m,False,coverage,transfer,-1,negative,211,5.356586274672012,0.12142857142857143,0.07857142857142857,0.2972972972972973,False
douyin,55b91abec46b563f1721,Dior,International luxury,France,luxury,base,Dior 粉饼 测评,2026-01-31 00:00:00+00:00,2026-06-30 00:00:00+00:00,Dior 粉饼｜水光奶油肌,通勤使用8小时记录，水光奶油肌。敏感肌先试用,#粉饼 #International luxury,327,25,17,5,10k-100k,False,texture,none,0,neutral,426,6.056784013228625,0.05198776758409786,0.0764525993883792,0.34579439252336447,False
douyin,6267ef7bc26900f7ba0a,Dior,International luxury,France,luxury,lip,Dior 唇釉 测评,2026-04-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,Dior 唇釉｜学生党平替,通勤使用8小时记录，学生党平替。下午会暗沉,#唇釉 #International luxury,889,74,351,56,100k-1m,False,value,oxidation,-1,negative,1907,7.553810852008231,0.3948256467941507,0.08323959505061868,0.9333333333333333,True
douyin,b7aeea9adf0b240faf0a,Dior,International luxury,France,luxury,lip,Dior 唇泥 测评,2026-06-20 00:00:00+00:00,2026-06-30 00:00:00+00:00,Dior 唇泥｜黄皮显白,通勤使用8小时记录，黄皮显白。但有点卡粉,#唇泥 #International luxury,255,17,35,6,10k-100k,False,brightening,dryness,0,neutral,377,5.934894195619588,0.13725490196078433,0.06666666666666667,0.37333333333333335,False
douyin,47e7fa92ae97be184423,Dior,International luxury,France,luxury,lip,Dior 口红 测评,2026-02-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,Dior 口红｜黄皮显白,通勤使用8小时记录，黄皮显白。敏感肌先试用,#口红 #International luxury,221,15,20,20,1k-10k,False,brightening,none,1,positive,351,5.863631175598097,0.09049773755656108,0.06787330316742081,0.3333333333333333,False
douyin,ab0a60a9776f0dd1c554,Dior,International luxury,France,luxury,lip,Dior 口红 测评,2026-05-20 00:00:00+00:00,2026-06-30 00:00:00+00:00,Dior 口红｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。略微沾杯,#口红 #International luxury,788,47,313,70,100k-1m,False,coverage,transfer,-1,negative,1718,7.449498005382849,0.39720812182741116,0.05964467005076142,0.92,True
xiaohongshu,76b933165604b3c16871,YSL,International luxury,France,luxury,base,YSL 粉底液 测评,2026-01-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,YSL 粉底液｜黄皮显白,通勤使用8小时记录，黄皮显白。,#粉底液 #International luxury,73,3,8,3,1k-10k,False,brightening,none,1,positive,104,4.653960350157523,0.1095890410958904,0.0410958904109589,0.10377358490566038,False
xiaohongshu,2502aa282ae67d25f447,YSL,International luxury,France,luxury,base,YSL 粉底液 测评,2026-01-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,YSL 粉底液｜学生党平替,通勤使用8小时记录，学生党平替。略微沾杯,#粉底液 #International luxury,154,4,33,11,1k-10k,False,value,transfer,-1,negative,261,5.568344503761097,0.21428571428571427,0.025974025974025976,0.33962264150943394,False
xiaohongshu,8f814963a3a5d4c1e595,YSL,International luxury,France,luxury,lip,YSL 唇釉 测评,2026-03-07 00:00:00+00:00,2026-06-30 00:00:00+00:00,YSL 唇釉｜轻薄服帖,通勤使用8小时记录，轻薄服帖。但有点卡粉,#唇釉 #International luxury,214,18,43,21,1k-10k,False,texture,dryness,0,neutral,399,5.991464547107982,0.20093457943925233,0.08411214953271028,0.4594594594594595,False
xiaohongshu,194adbaca8716fabb68f,YSL,International luxury,France,luxury,base,YSL 粉底液 测评,2026-02-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,YSL 粉底液｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。下午会暗沉,#粉底液 #International luxury,159,7,31,13,100k-1m,False,coverage,oxidation,-1,negative,274,5.616771097666572,0.1949685534591195,0.0440251572327044,0.36792452830188677,False
xiaohongshu,3d3115e10a2ab32459de,YSL,International luxury,France,luxury,base,YSL 粉饼 测评,2026-03-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,YSL 粉饼｜黄皮显白,通勤使用8小时记录，黄皮显白。,#粉饼 #International luxury,201,5,43,6,10k-100k,False,brightening,none,1,positive,315,5.755742213586912,0.21393034825870647,0.024875621890547265,0.4339622641509434,False
douyin,889ff972914d242853ea,YSL,International luxury,France,luxury,base,YSL 粉饼 测评,2026-01-11 00:00:00+00:00,2026-06-30 00:00:00+00:00,YSL 粉饼｜黄皮显白,通勤使用8小时记录，黄皮显白。,#粉饼 #International luxury,219,23,70,15,10k-100k,False,brightening,none,1,positive,450,6.111467339502679,0.319634703196347,0.1050228310502283,0.3644859813084112,False
douyin,98885010e432c33505b5,YSL,International luxury,France,luxury,base,YSL 粉底液 测评,2026-02-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,YSL 粉底液｜学生党平替,通勤使用8小时记录，学生党平替。但有点卡粉,#粉底液 #International luxury,156,5,16,14,1k-10k,False,value,dryness,-1,negative,240,5.484796933490655,0.10256410256410256,0.03205128205128205,0.2102803738317757,False
douyin,9e56d13b65733f567cd1,YSL,International luxury,France,luxury,base,YSL 粉饼 测评,2026-02-17 00:00:00+00:00,2026-06-30 00:00:00+00:00,YSL 粉饼｜黄皮显白,通勤使用8小时记录，黄皮显白。干皮可能拔干,#粉饼 #International luxury,141,4,26,13,1k-10k,False,brightening,dryness,0,neutral,240,5.484796933490655,0.18439716312056736,0.028368794326241134,0.2102803738317757,False
douyin,f44d0b6e91b6a6459cc5,YSL,International luxury,France,luxury,lip,YSL 口红 测评,2026-04-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,YSL 口红｜学生党平替,通勤使用8小时记录，学生党平替。敏感肌先试用,#口红 #International luxury,348,12,94,19,10k-100k,False,value,none,0,neutral,617,6.42648845745769,0.27011494252873564,0.034482758620689655,0.6,False
douyin,cfc560b7bb8a7c57ddf4,YSL,International luxury,France,luxury,lip,YSL 口红 测评,2026-03-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,YSL 口红｜持妆实测,通勤使用8小时记录，持妆实测。敏感肌先试用,#口红 #International luxury,2451,198,303,229,100k-1m,False,long_wear,none,0,neutral,4140,8.328692583545568,0.12362301101591187,0.08078335373317014,0.9866666666666667,True
xiaohongshu,e3a9b01249c49b3b43d2,CHANEL,International luxury,France,luxury,base,CHANEL 粉饼 测评,2026-04-13 00:00:00+00:00,2026-06-30 00:00:00+00:00,CHANEL 粉饼｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。下午会暗沉,#粉饼 #International luxury,257,21,24,11,1k-10k,False,coverage,oxidation,-1,negative,380,5.942799375126701,0.0933852140077821,0.08171206225680934,0.5188679245283019,False
xiaohongshu,8eb548ebca1017a4158c,CHANEL,International luxury,France,luxury,lip,CHANEL 唇釉 测评,2026-03-25 00:00:00+00:00,2026-06-30 00:00:00+00:00,CHANEL 唇釉｜水光奶油肌,通勤使用8小时记录，水光奶油肌。略微沾杯,#唇釉 #International luxury,476,51,114,18,10k-100k,False,texture,transfer,-1,negative,860,6.7580945044277305,0.23949579831932774,0.10714285714285714,0.7972972972972973,False
xiaohongshu,949f4e0ac9e47b42204a,CHANEL,International luxury,France,luxury,base,CHANEL 粉底液 测评,2026-05-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,CHANEL 粉底液｜轻薄服帖,通勤使用8小时记录，轻薄服帖。敏感肌先试用,#粉底液 #International luxury,144,7,10,10,100k-1m,False,texture,none,1,positive,208,5.342334251964811,0.06944444444444445,0.04861111111111111,0.27358490566037735,False
xiaohongshu,c8d02be51e4485df5985,CHANEL,International luxury,France,luxury,lip,CHANEL 唇泥 测评,2026-06-01 00:00:00+00:00,2026-06-30 00:00:00+00:00,CHANEL 唇泥｜学生党平替,通勤使用8小时记录，学生党平替。,#唇泥 #International luxury,562,58,155,11,10k-100k,False,value,none,0,neutral,1021,6.92951677076365,0.27580071174377224,0.10320284697508897,0.8378378378378378,False
xiaohongshu,a35d627ffe268b4da975,CHANEL,International luxury,France,luxury,base,CHANEL 粉底液 测评,2026-05-15 00:00:00+00:00,2026-06-30 00:00:00+00:00,CHANEL 粉底液｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。但有点卡粉,#粉底液 #International luxury,120,5,47,9,1k-10k,False,coverage,dryness,-1,negative,251,5.529429087511423,0.39166666666666666,0.041666666666666664,0.32075471698113206,False
douyin,b73b6d71027440d1c7c8,CHANEL,International luxury,France,luxury,base,CHANEL 粉底液 测评,2026-06-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,CHANEL 粉底液｜持妆实测,通勤使用8小时记录，持妆实测。但有点卡粉,#粉底液 #International luxury,405,22,28,17,1k-10k,False,long_wear,dryness,-1,negative,556,6.322565239927284,0.0691358024691358,0.05432098765432099,0.48598130841121495,False
douyin,4b4e1fd55ed8c02187b7,CHANEL,International luxury,France,luxury,base,CHANEL 粉底液 测评,2026-05-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,CHANEL 粉底液｜学生党平替,通勤使用8小时记录，学生党平替。敏感肌先试用,#粉底液 #International luxury,360,13,52,28,100k-1m,False,value,none,0,neutral,574,6.354370040797351,0.14444444444444443,0.03611111111111111,0.514018691588785,False
